Title,Genre,Tags,cast,Rating,type
Land Girls,Drama,"TV Dramas,TV Programmes,British TV Programmes,British TV Dramas","Mark Benton, Mykola Allen, Becci Gemmell, Susan Cookson",7.0,Series
The Game,"Comedy, Drama, Romance, Sport","TV Comedies,TV Dramas,TV Programmes,TV Comedy Dramas,Sitcoms,Romantic TV Comedies,Romantic TV Dramas","Coby Bell, Hosea Chanchez, Pooch Hall, Wendy Raquel Robinson",6.7,Series
Star Trek: The Next Generation,"Action, Adventure, Mystery, Sci-Fi","TV Action & Adventure,Alien Sci-Fi,TV Programmes,TV Sci-Fi & Fantasy,US TV Shows,Sci-Fi TV","Patrick Stewart, Marina Sirtis, LeVar Burton, Jonathan Frakes",8.6,Series
Yu-Gi-Oh!,"Animation, Action, Adventure, Family, Fantasy","Anime,Kids TV for ages 8 to 10,Kids TV,TV Programmes,Kids TV for ages 11 to 12,Anime Series,Japanese TV Programmes,Shounen Anime,TV Programmes Based on Manga",Dan Green,7.2,Series
Gilmore Girls,"Comedy, Drama","TV Comedies,TV Dramas,TV Programmes,TV Comedy Dramas,Romantic TV Comedies,Romantic TV Dramas,Teen TV Shows,US TV Shows","Lauren Graham, Alexis Bledel, Keiko Agena, Scott Patterson",8.1,Series
Miss Fishers Murder Mysteries,"Crime, Drama, Mystery","Crime TV Dramas,TV Mysteries,TV Dramas,TV Programmes,Crime TV Programmes,Period Pieces,Australian TV Programmes,TV Programmes Based on Books","Ashleigh Cummings, Essie Davis, Hugo Johnstone-Burt, Nathan Page",8.3,Series
WWII: Lost Films,"Documentary, History, War","TV Documentaries,Historical Documentaries,Military TV Programmes,Military Documentaries,TV Programmes,Documentaries","Justin Bartha, Gary Sinise, Charles Scheffel, Ron Livingston",8.7,Series
The Fosters,"Drama, Romance","Teen TV Programmes,TV Dramas,TV Programmes,TV Teen Dramas","Teri Polo, David Lambert, Hayden Byerly, Sherri Saum",7.9,Series
The Moon Embracing the Sun,"Drama, Fantasy, Romance","TV Dramas,TV Programmes,Korean TV Programmes,Korean TV Dramas,TV Sci-Fi & Fantasy,Period Pieces,Political TV Shows,Romantic TV Dramas,Fantasy TV Shows,TV Shows Based on Books","Eung-soo Kim, Mi-seon Jeon, Mi-kyeong Yang, Eun-pyo Jeong",8.0,Series
Angel Eyes,Drama,"TV Dramas,TV Programmes,Korean TV Programmes,Korean TV Dramas","Jin-young Jung, Kang Ha-Neul, Sang-yoon Lee, Nam Ji-Hyun",7.5,Series
Soul Eater,"Animation, Action, Adventure, Comedy, Fantasy, Horror","Anime,Anime Fantasies,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,Shounen Anime,TV Shows Based on Manga","Brittney Karbowski, Micah Solusod, Laura Bailey, Chiaki Omigawa",7.8,Series
Star Trek: Enterprise,"Action, Adventure, Drama, Sci-Fi","Cult TV Programmes,TV Action & Adventure,Alien Sci-Fi,TV Programmes,TV Sci-Fi & Fantasy","Jolene Blalock, Dominic Keating, John Billingsley, Scott Bakula",7.5,Series
Doc Martin,"Comedy, Drama, Romance","TV Comedies,British TV Comedies,TV Dramas,TV Programmes,British TV Programmes,TV Comedy Dramas,Medical TV Dramas,British TV Dramas","Ian McNeice, Martin Clunes, Joe Absolom, Caroline Catz",8.3,Series
Daniel Tigers Neighborhood,"Animation, Family, Fantasy, Musical","Education & Guidance,Kids TV,TV Cartoons,TV Programmes,Kids TV for ages 2 to 4","Heather Bambrick, Amariah Faulkner, Ted Dykstra, Addison Holley",7.4,Series
Ouran High School Host Club,"Animation, Comedy, Romance","Anime,Anime Dramas,Anime Comedies,TV Programmes,Anime Series","Masaya Matsukaze, Maaya Sakamoto, Kenichi Suzumura, Mamoru Miyano",8.2,Series
The Code,"Drama, Thriller","Crime TV Dramas,TV Dramas,TV Programmes,Crime TV Programmes,Political TV Shows,Australian TV Shows,TV Thrillers,Cyberpunk","Ashley Zukerman, Michael Denkha, Dan Spielman, Adele Perovic",7.4,Series
My Big Big Friend,"Animation, Adventure, Comedy, Family, Fantasy","Kids TV,Animal Tales,Kids TV for ages 5 to 7,TV Cartoons,TV Programmes,Kids TV for ages 2 to 4,Latin American TV Programmes,Brazilian TV Programmes","Tajja Isen, Nissae Isen, Scott McCord, Addison Holley",6.9,Series
Rosario + Vampire,"Animation, Comedy, Fantasy, Romance","Anime,Anime Comedies,Anime Fantasies,Anime Series,Sci-Fi & Fantasy Anime,School Anime,Shounen Anime","Leah Clark, Nana Mizuki, Tia Lynn Ballard, Daisuke Kishio",7.0,Series
The Inbetweeners,Comedy,"TV Comedies,British TV Comedies,TV Programmes,British TV Programmes,Sitcoms","Joe Thomas, James Buckley, Blake Harrison, Simon Bird",8.4,Series
Peaky Blinders,"Crime, Drama","20th Century Period Pieces,Crime TV Dramas,TV Dramas,TV Programmes,British TV Programmes,Crime TV Programmes,British TV Dramas,Period Pieces","Helen McCrory, Paul Anderson, Cillian Murphy, Sophie Rundle",8.8,Series
Black Mirror,"Drama, Sci-Fi, Thriller","TV Dramas,TV Programmes,British TV Programmes,British TV Dramas,TV Sci-Fi & Fantasy","Michaela Coel, Beatrice Robertson-Jones, Hannah John-Kamen, Daniel Lapaine",8.8,Series
Beyond Scared Straight!,"Crime, Reality-TV","TV Programmes,Reality TV,US TV Shows","Leanna, Cecilia, Emily, Priscilla",7.3,Series
The Devil Is a Part-Timer!,"Animation, Action, Comedy, Fantasy","Anime,Anime Comedies,Anime Fantasies,TV Programmes,Anime Series,Japanese TV Shows,Sci-Fi & Fantasy Anime,Anime based on Light Novels","Yôko Hikasa, Nao Tôyama, Ryôta Ôsaka, Yuki Ono",7.7,Series
Halt and Catch Fire,Drama,"TV Dramas,TV Programmes","Kerry Bishé, Lee Pace, Scoot McNairy, Mackenzie Davis",8.4,Series
Fullmetal Alchemist,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi","Anime,Anime Dramas,Anime Sci-Fi Films,TV Programmes,Anime Series,Anime Action Films,Japanese TV Shows,Sci-Fi & Fantasy Anime,TV Shows Based on Manga,Fantasy Anime,Shounen Anime","Vic Mignogna, Romi Pak, Aaron Dismuke, Rie Kugimiya",8.5,Series
Anthony Bourdain: Parts Unknown,"Documentary, Adventure","TV Documentaries,Food & Travel TV,Travel & Adventure Documentaries,TV Programmes,Documentaries,Social & Cultural Documentaries,US TV Programmes,Lifestyle",Anthony Bourdain,8.8,Series
Americas Book of Secrets,Documentary,"TV Documentaries,TV Programmes,Social & Cultural Documentaries,Documentaries,US TV Shows","Jonathan Adams, Barry Aird",6.8,Series
Parks and Recreation,Comedy,"TV Comedies,TV Programmes,Sitcoms","Aubrey Plaza, Nick Offerman, Amy Poehler, Chris Pratt",8.6,Series
Attack on Titan,"Animation, Action, Adventure, Drama, Fantasy, Horror","Anime,Anime Dramas,Anime Fantasies,TV Programmes,Anime Series,Anime Horror Films,Anime Action Films,TV Horror,Japanese TV Shows,Sci-Fi & Fantasy Anime,Shounen Anime,TV Shows Based on Manga","Josh Grelle, Marina Inoue, Yûki Kaji, Yui Ishikawa",8.9,Series
Its Always Sunny in Philadelphia,Comedy,"TV Comedies,Cult TV Programmes,TV Programmes,Sitcoms,US TV Shows","Kaitlin Olson, Rob McElhenney, Glenn Howerton, Charlie Day",8.8,Series
Star Trek: Deep Space Nine,"Action, Adventure, Drama, Sci-Fi","TV Action & Adventure,Alien Sci-Fi,TV Programmes,TV Sci-Fi & Fantasy,US TV Shows,Sci-Fi TV","Rene Auberjonois, Avery Brooks, Alexander Siddig, Cirroc Lofton",8.0,Series
Eureka Seven,"Action, Adventure, Drama","Anime,Anime Dramas,Anime Sci-Fi Films,TV Programmes,Anime Series,Anime Action Films","Yasuyuki Kase, Miyu Irino, Keiji Fujiwara, Erik Davies",8.1,Series
The 100,"Drama, Mystery, Sci-Fi","TV Action & Adventure,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,Political TV Programmes,US TV Programmes,TV Programmes Based on Books,Sci-Fi TV,Futuristic Sci-Fi","Bob Morley, Eliza Taylor, Lindsey Morgan, Marie Avgeropoulos",7.6,Series
Fullmetal Alchemist: Brotherhood,"Animation, Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi","TV Programmes,Action Anime,Anime Series,Fantasy Anime,Japanese TV Shows,Shounen Anime,TV Shows Based on Manga,Sci-Fi & Fantasy Anime","Muriel Hofmann, Vic Mignogna, Kent Williams, Iemasa Kayumi",9.1,Series
Weissensee,"Drama, History","German TV Shows,TV Dramas,TV Programmes,Political TV Programmes,Social Issue TV Dramas","Uwe Kockisch, Jörg Hartmann, Ruth Reinecke, Florian Lukas",8.2,Series
Stromberg,Comedy,"TV Comedies,German TV Shows,TV Programmes,Sitcoms","Bjarne Mädel, Oliver Wnuk, Christoph Maria Herbst, Diana Staehly",8.3,Series
K-On!,"Animation, Comedy, Drama, Family, Music","TV Programmes,Music,Anime Series,Comedy Anime,Music & Musicals,Teen TV Shows,Japanese TV Shows,Family Watch Together TV,TV Shows Based on Manga","Yôko Hikasa, Minako Kotobuki, Aki Toyosaki, Satomi Sato",7.7,Series
Hellsing,"Animation, Action, Fantasy, Horror","TV Programmes,Action Anime,Anime Series,Horror Anime,Japanese TV Shows,TV Horror,Sci-Fi & Fantasy Anime,TV Shows Based on Manga,TV Shows Based on Comics","Fumiko Orikasa, Jôji Nakata, Yoshiko Sakakibara, Steven Brand",7.9,Series
Heartland,"Drama, Family","TV Dramas,TV Programmes,Canadian TV Shows,TV Shows Based on Books,Family Watch Together TV","Graham Wardle, Amber Marshall, Michelle Morgan, Shaun Johnston",8.4,Series
Trigun,"Animation, Action, Comedy, Drama, Sci-Fi","TV Programmes,Crime TV Programmes,Anime Action,Anime Series,Japanese TV Programmes,Sci-Fi & Fantasy Anime,TV Programmes Based on Manga","Hiromi Tsuru, Dean Wein, Johnny Yong Bosch, Masaya Onosaka",8.3,Series
Full Metal Panic!,"Action, Comedy, Romance, Sci-Fi, Animation","TV Programmes,Action Anime,Anime Series,Japanese TV Shows,Sci-Fi & Fantasy Anime,School Anime,Anime based on Light Novels","Jason Douglas, Tomokazu Seki, Yukana, Satsuki Yukino",7.6,Series
Deadman Wonderland,"Animation, Action, Drama, Horror, Thriller","TV Programmes,Action Anime,Anime Series,Japanese TV Shows,TV Thrillers,TV Shows Based on Manga,Mystery & Thriller Anime","Monica Rial, Romi Pak, Kana Hanazawa, Greg Ayres",7.2,Series
Sherlock Yack - Zoo Detective,"Animation, Family","Kids TV,TV Programmes,Animal Tales,TV Cartoons,TV Shows Based on Books",Martial Le Minoux,7.1,Series
Der Tatortreiniger,"Comedy, Crime","TV Comedies,German TV Shows,TV Programmes",Bjarne Mädel,8.5,Series
Samurai Champloo,"Animation, Action, Adventure, Comedy, Drama, Thriller","Anime Dramas,Anime Action,Anime Series,Shounen Anime","Ayako Kawasumi, Steve Blum, Kazuya Nakai, Ginpei Sato",8.5,Series
Zoes Zauberschrank,"Animation, Adventure, Comedy, Family, Fantasy","Kids TV,TV Programmes","Oisín Kearns, Teresa Beausang, Siobhán Ní Thuairisg, Paul Tylak",6.9,Series
The IT Crowd,Comedy,"TV Comedies,TV Programmes,Sitcoms,British Programmes","Richard Ayoade, Matt Berry, Katherine Parkinson, Chris O'Dowd",8.5,Series
The Backyardigans,"Animation, Adventure, Comedy, Family, Musical","Kids TV,TV Programmes,TV Cartoons,Kids&#39; Music,Canadian TV Programmes","LaShawn Jefferies, Sean Curley, Jonah Bobo, Thomas Sharkey",6.9,Series
Blood Lad,"Animation, Action, Comedy, Drama, Fantasy, Horror","TV Programmes,Anime Series,Horror Anime,Japanese TV Shows,TV Horror,Sci-Fi & Fantasy Anime,TV Shows Based on Manga","Xanthe Huynh, Iori Nomizu, Bryce Papenbrook, Ryôta Ôsaka",7.1,Series
Oscars Oasis,"Animation, Adventure, Comedy","Kids TV,TV Programmes","Marie Facundo, Sly Johnson, Jeremy Prevost, Martial Le Minoux",7.5,Series
Oggy and the Cockroaches,"Animation, Action, Comedy, Family","Kids TV,TV Programmes",Hugues Le Bars,7.3,Series
Mord mit Aussicht,"Comedy, Crime, Drama","TV Comedies,German TV Shows,TV Programmes,Crime TV Programmes","Meike Droste, Bjarne Mädel, Petra Kleinert, Caroline Peters",8.1,Series
Nicht nachmachen!,"Documentary, Comedy, Reality-TV","TV Comedies,German TV Shows,Science & Nature Documentaries,TV Programmes,Documentaries,Docuseries,Science & Nature TV","Bernhard Hoëcker, Wigald Boning",7.3,Series
The Adventures of Super Mario Bros. 3,"Animation, Adventure, Comedy, Family, Fantasy","Kids TV,TV Programmes,TV Cartoons","Walker Boone, Tony Rosato, John Stocker, Tracey Moore",7.0,Series
Geheimnisse des Dritten Reichs,"Documentary, History","German TV Shows,TV Programmes,Biographical Documentaries,Documentaries,Military Documentaries,Historical Documentaries,Docuseries,German Documentaries",Christian Brückner,7.2,Series
Apocalypse - World War II,"Documentary, History, War","TV Programmes,Documentaries,Historical Documentaries,Docuseries,French TV Programmes","Mathieu Kassovitz, Martin Sheen",9.0,Series
Yakari,"Animation, Adventure, Family, Western","Kids TV,TV Programmes,TV Programmes Based on Books,TV Shows Based on Comics","Maxime Nivet, Eleanor Noble, Yoann Sover, Sonja Ball",6.7,Series
Wallander,"Crime, Drama, Mystery, Thriller","TV Thrillers,TV Dramas,TV Programmes,TV Mysteries,Crime TV Dramas,British TV Shows,TV Shows Based on Books","Jeany Spark, Kenneth Branagh, Sarah Smart, Richard McCabe",7.9,Series
Weeds,"Comedy, Crime, Drama","TV Comedies,US TV Programmes,TV Programmes","Mary-Louise Parker, Alexander Gould, Hunter Parrish, Kevin Nealon",7.9,Series
Plonsters,"Animation, Family","Kids TV,TV Programmes,TV Cartoons,German TV Shows",Ralph Thiekötter,7.0,Series
Twin Peaks,"Crime, Drama, Mystery, Thriller","TV Thrillers,US TV Programmes,TV Dramas,TV Programmes","Kyle MacLachlan, Michael Ontkean, Mädchen Amick, Dana Ashbrook",8.8,Series
Penelope,"Comedy, Fantasy, Romance","Kids TV,TV Programmes","Michael Feast, Nick Prideaux, Richard E. Grant, Catherine O'Hara",6.7,Series
Rita,"Comedy, Drama","TV Comedies,TV Programmes","Lise Baastrup, Nikolaj Groth, Carsten Bjørnlund, Mille Dinesen",8.1,Series
The Mentalist,"Crime, Drama, Mystery, Thriller","TV Thrillers,US TV Programmes,TV Dramas,TV Programmes","Robin Tunney, Tim Kang, Owain Yeoman, Simon Baker",8.1,Series
Lauras Ster,"Animation, Family","Kids TV,TV Programmes,TV Programmes Based on Books","Sandro Iannotta, Céline Vogt, Brit Gülland, Maximilian Artajo",6.2,Series
Top of the Lake,"Crime, Drama, Mystery, Thriller","TV Thrillers,TV Programmes,TV Mysteries,TV Dramas,Crime TV Dramas,British TV Shows","Elisabeth Moss, David Wenham, Thomas M. Wright, Peter Mullan",7.5,Series
The Office (U.K.),"Comedy, Drama","TV Comedies,TV Programmes,Mockumentaries,Sitcoms,British TV Shows","Lucy Davis, Mackenzie Crook, Ricky Gervais, Martin Freeman",8.5,Series
Jack Taylor,Crime,"Crime Films,Dramas,TV Thrillers,International Movies,TV Dramas,Dramas based on a book,TV Programmes,Crime Dramas,Mystery Programmes,Crime TV Dramas,Irish TV Programmes,TV Programmes Based on Books","Iain Glen, Ken Fildes, Frank O'Sullivan, Peadar Cox",7.2,Series
Generation War,"Action, Drama, History, War","TV Dramas,TV Programmes,German TV Programmes","Tom Schilling, Katharina Schüttler, Miriam Stein, Volker Bruch",8.5,Series
New Girl,Comedy,"TV Comedies,US TV Programmes,TV Programmes,Sitcoms","Jake Johnson, Hannah Simone, Max Greenfield, Zooey Deschanel",7.7,Series
Forensic Files,"Documentary, Crime","Science & Nature Documentaries,US TV Programmes,TV Programmes,Documentaries,Crime Documentaries,Docuseries,True Crime Documentaries",Peter Thomas,8.8,Series
Fargo,"Crime, Drama, Thriller","TV Comedies,TV Thrillers,US TV Programmes,TV Programmes,TV Dramas,Crime TV Dramas","Allison Tolman, Billy Bob Thornton, Colin Hanks, Martin Freeman",8.9,Series
Fairy Tail,"Animation, Action, Adventure, Comedy, Fantasy","TV Programmes,Action Anime,Anime Series,Japanese TV Shows,Sci-Fi & Fantasy Anime,Shounen Anime,TV Shows Based on Manga,TV Shows Based on Comics","Todd Haberkorn, Tia Lynn Ballard, Cherami Leigh, Colleen Clinkenbeard",8.0,Series
Eigen Kweek,Drama,"TV Dramas,TV Programmes,Social Issue TV Dramas","Dirk van Dijck, Wim Willaert, Rhoda Montemayor, Sien Eggers",7.8,Series
Ontdek de wereld met Nijntje,"Animation, Family","Kids TV,TV Programmes,Dutch TV Shows,TV Shows Based on Books",Cynthia West,7.0,Series
Dicte,"Crime, Drama","TV Thrillers,TV Dramas,TV Programmes,Crime TV Dramas,Scandinavian TV Shows,Danish TV Shows,TV Shows Based on Books","Dar Salim, Lars Ranthe, Lærke Winther, Iben Hjejle",7.3,Series
Ray Donovan,"Crime, Drama","US TV Programmes,TV Dramas,TV Programmes,Crime TV Dramas","Liev Schreiber, Pooch Hall, Dash Mihok, Eddie Marsan",8.3,Series
Penny Dreadful,"Drama, Fantasy, Horror","TV Thrillers,US TV Programmes,TV Programmes","Reeve Carney, Eva Green, Timothy Dalton, Rory Kinnear",8.2,Series
"Nijntje: kleuren, cijfers en vormen","Animation, Family","Kids TV,TV Programmes,Dutch TV Shows,TV Shows Based on Books",Cynthia West,7.0,Series
Whitechapel,"Crime, Mystery, Thriller","TV Thrillers,TV Dramas,TV Programmes,TV Mysteries,British TV Shows","Phil Davis, Rupert Penry-Jones, Sam Stockman, Steve Pemberton",7.9,Series
Nijntje,"Animation, Family","Kids TV,TV Programmes,Animal Tales,TV Cartoons,Dutch TV Shows,TV Shows Based on Books",Cynthia West,7.0,Series
Call the Midwife,"Drama, History","TV Dramas,TV Programmes,British TV Shows,TV Shows Based on Books,Social Issue TV Dramas","Jenny Agutter, Judy Parfitt, Vanessa Redgrave, Laura Main",8.4,Series
Black Butler,"Animation, Action, Comedy, Crime, Drama, Fantasy, Horror, Mystery, Thriller","TV Thrillers,TV Programmes,Anime Series,Japanese TV Shows,Sci-Fi & Fantasy Anime,TV Shows Based on Manga,Fantasy Anime","J. Michael Tatum, Daisuke Ono, Brina Palencia, Michael C. Pizzuto",7.8,Series
The Bridge,"Crime, Mystery, Thriller","TV Thrillers,TV Dramas,TV Programmes,TV Mysteries,Swedish TV Shows,Scandinavian TV Shows","Dag Malmberg, Rafael Pettersson, Sarah Boberg, Sofia Helin",8.6,Series
Broadchurch,"Crime, Drama, Mystery","TV Thrillers,TV Dramas,TV Programmes,Mystery Programmes,Crime TV Dramas,British Programmes","David Tennant, Andrew Buchan, Olivia Colman, Jodie Whittaker",8.4,Series
The Big Bang Theory,"Comedy, Romance","TV Comedies,US TV Programmes,TV Programmes,Sitcoms","Simon Helberg, Jim Parsons, Johnny Galecki, Kaley Cuoco",8.1,Series
Arne Dahl,"Crime, Drama, Mystery","TV Thrillers,TV Programmes,TV Mysteries,Swedish TV Shows,Scandinavian TV Shows,TV Shows Based on Books","Shanti Roney, Irene Lindh, Malin Mases Arvidsson, Claes Ljungmark",6.8,Series
Pride and Prejudice,"Drama, Romance","Romantic Dramas,Dramas,International Movies,TV Dramas,Dramas based on a book,Historical Dramas,British Films,TV Programmes,Romantic Films,Period Pieces,British Period Pieces,Romantic TV Dramas,British TV Shows,TV Shows Based on Books,Social Issue TV Dramas","Susannah Harker, Jennifer Ehle, Colin Firth, Julia Sawalha",8.8,Series
The New Adventures of Lucky Luke,"Animation, Comedy, Family, Western","TV Comedies,Kids TV,TV Programmes,TV Shows Based on Comics","Antoine de Caunes, Eric Legrand, Francis Perrin, Bernard Alane",7.0,Series
Kikker and Vriendjes,"Animation, Family","Kids TV,TV Programmes,Dutch TV Shows,TV Shows Based on Books","Jamai Loman, Levi van Kempen, Lot Lohr, Rop Verheijen",7.4,Series
The Adventures of Tintin,"Animation, Action, Adventure, Comedy, Crime, Family, Mystery","Kids TV,TV Programmes,TV Action & Adventure,TV Cartoons,Family Watch Together TV,TV Shows Based on Comics","Henri Labussière, Christian Pelissier, Thierry Wermuth, Colin O'Meara",8.3,Series
Zack and Quack,"Animation, Adventure, Family, Fantasy","Kids TV,TV Programmes,British TV Shows","Regan Lutz, Nick Baker, Jesse Ray Sheps, Thomas Albritton",7.1,Series
Brooklyn Nine-Nine,"Comedy, Crime","TV Comedies,US TV Programmes,TV Programmes,Sitcoms","Terry Crews, Andy Samberg, Melissa Fumero, Stephanie Beatriz",8.4,Series
Scandal,"Drama, Thriller","US TV Programmes,TV Dramas,TV Programmes,Police TV Shows,Political TV Programmes,Crime TV Dramas","Katie Lowes, Kerry Washington, Guillermo Díaz, Darby Stanchfield",7.7,Series
Suits,"Comedy, Drama","TV Comedies,US TV Programmes,TV Dramas,TV Programmes","Rick Hoffman, Sarah Rafferty, Gabriel Macht, Patrick J. Adams",8.5,Series
The Office (U.S.),Comedy,"TV Comedies,TV Programmes,Sitcoms","John Krasinski, Rainn Wilson, Brian Baumgartner, Leslie David Baker",8.9,Series
Nowhere Boys,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller","Teen TV Programmes,TV Action & Adventure,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,Australian TV Shows,Family Watch Together TV,Sci-Fi TV","Darci McDonald, Matt Testro, Dougie Baldwin, Nicholas Coghlan",7.2,Series
Heroes,"Drama, Fantasy, Sci-Fi, Thriller","TV Action & Adventure,US TV Programmes,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy","Jack Coleman, Milo Ventimiglia, Masi Oka, Hayden Panettiere",7.5,Series
Homeland,"Crime, Drama, Mystery, Thriller","TV Action & Adventure,TV Mysteries,TV Dramas,US TV Programmes,TV Programmes,Police TV Shows,Political TV Shows,TV Thrillers","Mandy Patinkin, Rupert Friend, Maury Sterling, Claire Danes",8.3,Series
Glee,"Comedy, Drama, Music, Musical","Teen TV Programmes,TV Comedies,US TV Programmes,TV Dramas,TV Programmes,Music & Musicals","Lea Michele, Matthew Morrison, Chris Colfer, Jane Lynch",6.7,Series
Modern Family,"Comedy, Drama, Romance","TV Comedies,Mockumentaries,US TV Programmes,TV Programmes,Sitcoms,LGBTQ TV Programmes","Julie Bowen, Ed O'Neill, Sofía Vergara, Ty Burrell",8.4,Series
Family Guy,"Animation, Comedy","TV Comedies,Adult Animation,US TV Programmes,TV Programmes,Sitcoms","Mila Kunis, Alex Borstein, Seth MacFarlane, Seth Green",8.1,Series
White Collar,"Comedy, Crime, Drama, Mystery","TV Comedies,TV Mysteries,TV Dramas,US TV Programmes,TV Programmes,Police TV Shows,Crime TV Dramas","Willie Garson, Tiffani Thiessen, Matt Bomer, Tim DeKay",8.2,Series
How I Met Your Mother,"Comedy, Romance","TV Comedies,US TV Programmes,TV Programmes,Sitcoms,Romantic TV Comedies,Romantic Favourites","Josh Radnor, Neil Patrick Harris, Cobie Smulders, Jason Segel",8.3,Series
Criminal Minds,"Crime, Drama, Mystery, Thriller","TV Mysteries,US TV Programmes,TV Dramas,TV Programmes,Police TV Shows,Crime TV Dramas","A.J. Cook, Kirsten Vangsness, Matthew Gray Gubler, Joe Mantegna",8.1,Series
Prison Break,"Action, Crime, Drama, Mystery, Thriller","TV Action & Adventure,US TV Programmes,TV Dramas,TV Programmes,Police TV Shows,Crime TV Dramas","Dominic Purcell, Wentworth Miller, Robert Knepper, Amaury Nolasco",8.3,Series
Bates Motel,"Drama, Horror, Mystery, Thriller","TV Mysteries,TV Dramas,US TV Programmes,TV Programmes,Police TV Shows,TV Horror,TV Programmes Based on Books","Freddie Highmore, Vera Farmiga, Olivia Cooke, Max Thieriot",8.2,Series
The Americans,"Crime, Drama, Mystery, Thriller","TV Action & Adventure,US TV Programmes,TV Dramas,TV Programmes,TV Thrillers","Keidrich Sellati, Matthew Rhys, Holly Taylor, Keri Russell",8.4,Series
Marvels Agents of S.H.I.E.L.D.,"Action, Adventure, Drama, Sci-Fi, Thriller","TV Action & Adventure,US TV Programmes,TV Programmes,TV Sci-Fi & Fantasy,TV Shows Based on Comics,Sci-Fi TV","Ming-Na Wen, Clark Gregg, Elizabeth Henstridge, Chloe Bennet",7.5,Series
Sons of Anarchy,"Crime, Drama, Thriller","TV Action & Adventure,US TV Programmes,TV Dramas,TV Programmes,Police TV Shows,Crime TV Dramas","Mark Boone Junior, Katey Sagal, Charlie Hunnam, Kim Coates",8.5,Series
Once Upon a Time,"Adventure, Fantasy, Romance","US TV Programmes,TV Dramas,TV Programmes,TV Sci-Fi & Fantasy,Fantasy TV Shows","Jennifer Morrison, Robert Carlyle, Jared Gilmore, Lana Parrilla",7.7,Series
Greys Anatomy,"Drama, Romance","US TV Programmes,TV Dramas,TV Programmes,Romantic TV Dramas,Romantic Favourites","Chandra Wilson, Ellen Pompeo, Justin Chambers, James Pickens Jr.",7.6,Series
Arrested Development,Comedy,"TV Comedies,US TV Programmes,TV Programmes,Sitcoms","Portia de Rossi, Michael Cera, Will Arnett, Jason Bateman",8.7,Series
American Horror Story,"Drama, Horror, Thriller","TV Mysteries,US TV Programmes,TV Programmes,TV Horror","Sarah Paulson, Kathy Bates, Evan Peters, Denis O'Hare",8.0,Series
24,"Action, Crime, Drama, Thriller","TV Action & Adventure,US TV Programmes,TV Dramas,TV Programmes,Police TV Shows,TV Mysteries,TV Thrillers,Crime TV Dramas","Mary Lynn Rajskub, Kiefer Sutherland, Carlos Bernard",8.3,Series
Sofia the First,"Animation, Adventure, Comedy, Family, Fantasy, Musical","Kids Music,Kids TV,TV Cartoons,TV Programmes","Ariel Winter, Travis Willingham, Sara Ramirez, Jim Cummings",6.7,Series
Wakfu,"Animation, Adventure, Family, Fantasy","Kids TV,TV Cartoons,TV Programmes","Jules de Jongh, Thomas Guitard, Fanny Bloc, Geneviève Doang",8.2,Series
Victorious,"Comedy, Drama, Family, Music, Romance","Kids Music,Kids TV,TV Programmes,Sitcoms,TV Comedies","Victoria Justice, Ariana Grande, Matt Bennett, Leon Thomas III",6.9,Series
Vikings,"Action, Adventure, Drama, History, Romance, War","TV Action & Adventure,US TV Programmes,TV Dramas,TV Programmes,Period Pieces,Political TV Programmes,Canadian TV Programmes,Epics","Katheryn Winnick, Georgia Hirst, Alexander Ludwig, Gustaf Skarsgård",8.5,Series
Teen Wolf,"Action, Drama, Fantasy, Romance, Thriller","Teen TV Programmes,US TV Programmes,TV Dramas,TV Programmes,TV Horror,TV Action & Adventure","Tyler Posey, Linden Ashby, Dylan O'Brien, Holland Roden",7.6,Series
The Smurfs,"Animation, Adventure, Comedy, Family, Fantasy","TV Comedies,Kids TV,TV Programmes,TV Shows Based on Comics,TV Cartoons","Danny Goldman, Lucille Bliss, Frank Welker, Don Messick",7.2,Series
Totally Spies!,"Animation, Action, Adventure, Comedy, Mystery","Kids TV,TV Cartoons,TV Programmes,Teen TV Shows","Andrea Baker, Charlie Schlatter, Janice Kawaye, Jennifer Hale",7.0,Series
Sherlock,"Crime, Drama, Mystery, Thriller","TV Mysteries,TV Dramas,TV Programmes,British TV Programmes,Police TV Shows,Crime TV Dramas,TV Shows Based on Books","Martin Freeman, Rupert Graves, Benedict Cumberbatch, Una Stubbs",9.1,Series
Supernatural,"Drama, Fantasy, Horror, Mystery, Thriller","TV Action & Adventure,TV Mysteries,US TV Programmes,TV Programmes,TV Sci-Fi & Fantasy,TV Horror","Jared Padalecki, Jensen Ackles, Misha Collins",8.4,Series
Skins,Drama,"Teen TV Programmes,TV Dramas,TV Programmes,British TV Programmes","Joe Dempsie, Hannah Murray, Kaya Scodelario, Nicholas Hoult",8.2,Series
